source;date;titre;lien;categorie
JournalDuGeek;2026-09-18T15:02:08+00:00;La série FarCry dévoile son casting, et les premiers noms sont prometteurs;https://www.journaldugeek.com/2026/09/18/la-serie-farcry-devoile-son-casting-et-les-premiers-noms-sont-prometteurs/;15. ludique
Frandroid - RSS;2026-09-18T14:57:26+00:00;Avec son cadre garantie à vie, ce vélo cargo électrique peut grimper jusqu’à 350 km d’autonomie dans un cas très précis;https://www.frandroid.com/marques/vello-bike/3252383_avec-son-cadre-garantie-a-vie-ce-velo-cargo-electrique-peut-grimper-jusqua-350-km-dautonomie-dans-un-cas-tres-precis;9. Moiilité douce
KultureGeek;2026-09-18T14:56:56+00:00;[#BonPlan] Les promos High-Tech du 18 septembre;https://kulturegeek.fr/news-359633/bonplan-promos-high-tech-18-septembre-2026;NON_CLASSE
JournalDuGeek;2026-09-18T14:52:01+00:00;Ce billet de 5 euros peut vous rapporter 5 000 € !;https://www.journaldugeek.com/2026/09/18/ce-billet-de-5-euros-qui-peut-vous-rapporter-5-000-e/;NON_CLASSE
Frandroid - RSS;2026-09-18T14:50:44+00:00;Des PC portables « K-Bossés », mais de bonne qualité : la recette des Ateliers du Bocage face aux géants du reconditionné;https://www.frandroid.com/produits-android/3250423_des-pc-portables-k-bosses-mais-de-bonne-qualite-la-recette-des-ateliers-du-bocage-face-aux-geants-du-reconditionne;1. SMARTPHONE
Phonandroid;2026-09-18T14:50:03+00:00;Voici comment synchroniser Samsung Galerie et Google Photos sur votre smartphone Galaxy;https://www.phonandroid.com/voici-comment-synchroniser-samsung-galerie-et-google-photos-sur-votre-smartphone-galaxy.html;1. SMARTPHONE
Numerama;2026-09-18T14:49:51+00:00;La Game Boy en Lego perd près d’un tiers de son prix : difficile de ne pas être nostalgique;https://www.numerama.com/pop-culture/2058629-la-game-boy-en-lego-perd-pres-dun-tiers-de-son-prix-difficile-de-ne-pas-etre-nostalgique.html;NON_CLASSE
01net;2026-09-18T14:48:16+00:00;iPhone 18 Pro : on a passé la nouvelle Dynamic Island sous le microscope et voici ce qu’on a découvert;https://www.01net.com/actualites/iphone-18-pro-on-a-passe-la-nouvelle-dynamic-island-sous-le-microscope-et-voici-ce-quon-a-decouvert.html;1. SMARTPHONE
TomsHardware;2026-09-18T14:47:00+00:00;iPhone 18 Pro Max : que vaut la chambre à vapeur trois fois plus grande ?;https://www.tomshardware.fr/iphone-18-pro-max-que-vaut-la-chambre-a-vapeur-trois-fois-plus-grande/;1. SMARTPHONE
01net;2026-09-18T14:40:19+00:00;Bon plan : les dernières versions de Microsoft Office 2024 et Windows 11 à partir de 12,25 €;https://www.01net.com/bons-plans/bon-plan-les-dernieres-versions-de-microsoft-office-2024-et-windows-11-a-partir-de-1225-e.html;19. Sponso
LesNumeriques;2026-09-18T14:34:00+00:00;Actualité : Waze vient de changer en profondeur : les 5 réglages à connaître après la mise à jour de juillet;https://www.lesnumeriques.com/gps/waze-vient-de-changer-en-profondeur-les-5-reglages-a-connaitre-apres-la-mise-a-jour-de-juillet-n262032.html;10. Voiture
JournalDuGeek;2026-09-18T14:33:30+00:00;La France va-t-elle interdire la revente des cartes Pokémon avec plus de 20 % de marge ? (les scalpers en PLS);https://www.journaldugeek.com/2026/09/18/la-france-va-t-elle-interdire-la-revente-des-cartes-pokemon-avec-plus-de-20-de-marge-les-scalpers-en-pls/;15. ludique
Frandroid - RSS;2026-09-18T14:33:07+00:00;Nouveau service de streaming gratuit : le célèbre guide JustWatch frappe un très grand coup;https://www.frandroid.com/services/svod/3252777_nouveau-service-de-streaming-gratuit-le-celebre-guide-justwatch-frappe-un-tres-grand-coup;15. ludique
Frandroid - RSS;2026-09-18T14:31:09+00:00;On a trouvé le gadget pas cher qui transforme vos photos de smartphone en autocollants;https://www.frandroid.com/bons-plans/3253177_on-a-trouve-le-gadget-pas-cher-qui-transforme-vos-photos-de-smartphone-en-autocollants;19. Sponso
01net;2026-09-18T14:21:07+00:00;Vente flash en cours chez DJI : à prix mini, son drone Neo 2 se vend par camions 🚛;https://www.01net.com/bons-plans/vente-flash-en-cours-chez-dji-a-prix-mini-son-drone-neo-2-se-vend-par-camions.html;19. Sponso
Numerama;2026-09-18T14:17:02+00:00;Quel iPhone acheter en 2026 ? Ceux qui valent leur prix, ceux qu’on vous déconseille;https://www.numerama.com/tech/288962-guide-dachat-meilleur-iphone-a-acheter.html;1. SMARTPHONE
Frandroid - RSS;2026-09-18T14:15:06+00:00;Muse fait renaître les produits high-tech vintages;https://www.frandroid.com/produits-android/audio/3253075_muse-fait-renaitre-les-produits-high-tech-vintages;1. SMARTPHONE
KultureGeek;2026-09-18T14:11:50+00:00;Motorola Signature 27 : un nouveau smartphone premium annoncé pour le 22 septembre, en pleine conférence Qualcomm;https://kulturegeek.fr/news-359722/motorola-signature-27-nouveau-smartphone-premium-annonce-22-septembre-pleine-conference-qualcomm;1. SMARTPHONE
01net;2026-09-18T14:05:16+00:00;Xiaomi pète les plombs : il pulvérise le prix du 17T Pro sans aucune explication 🤯;https://www.01net.com/bons-plans/xiaomi-pete-les-plombs-il-pulverise-le-prix-du-17t-pro-sans-aucune-explication.html;19. Sponso
JournalDuGeek;2026-09-18T14:02:09+00:00;Un sous-marin de la Première Guerre mondiale a été retrouvé : coulé en 1917, du TNT s’échappe de son épave;https://www.journaldugeek.com/2026/09/18/sous-marin-premiere-guerre-mondiale-retrouve-1917-tnt-sechappe-epave/;NON_CLASSE
KultureGeek;2026-09-18T14:01:37+00:00;Netflix devient le premier financeur privé de la production française;https://kulturegeek.fr/news-359723/netflix-devient-premier-financeur-prive-production-francaise;15. ludique
01net;2026-09-18T14:01:08+00:00;OpenAI a été piraté grâce à l’IA de son grand rival;https://www.01net.com/actualites/openai-a-ete-pirate-grace-a-lia-de-son-grand-rival.html;6. IA
Numerama;2026-09-18T14:00:00+00:00;Sophie Adenot a une peluche Pikachu dans l’ISS, et ce n’est pas pour devenir la meilleure dresseuse;https://www.numerama.com/sciences/2335725-sophie-adenot-a-une-peluche-pikachu-dans-liss-et-ce-nest-pas-pour-devenir-la-meilleure-dresseuse.html;NON_CLASSE
Numerama;2026-09-18T13:59:00+00:00;Le reboot Netflix de Narnia par la réalisatrice de Barbie déjà jugé woke par les fans;https://www.numerama.com/tech/2335261-le-reboot-netflix-de-narnia-deja-juge-trop-woke-enrage-les-puristes.html;15. ludique
Numerama;2026-09-18T13:48:20+00:00;Domino’s Pizza se moque de la lave « PS2 » de Marvel’s Wolverine;https://www.numerama.com/pop-culture/2335787-dominos-pizza-se-moque-de-la-lave-ps2-de-marvels-wolverine.html;NON_CLASSE
Frandroid - RSS;2026-09-18T13:48:00+00:00;C’est le retour des PC portables sous RTX 5060 à moins de 1 000 € grâce à cette offre Boulanger;https://www.frandroid.com/bons-plans/2804177_cest-le-retour-des-pc-portables-sous-rtx-5060-a-moins-de-1-000-euros-grace-a-cette-offre-boulanger;19. Sponso
LesNumeriques;2026-09-18T13:38:00+00:00;Actualité : Google simule un cerveau de mouche, un internaute l’utilise pour battre un célèbre jeu vidéo;https://www.lesnumeriques.com/intelligence-artificielle/google-simule-un-cerveau-de-mouche-un-internaute-l-utilise-pour-battre-un-celebre-jeu-video-n262030.html;7. Video
Numerama;2026-09-18T13:36:27+00:00;Amazon fait tomber le clavier Logitech MX Keys S sous la barre des 50 €;https://www.numerama.com/tech/2335761-amazon-fait-tomber-le-clavier-logitech-mx-keys-s-sous-la-barre-des-50-e.html;3. Periphérique
Frandroid - RSS;2026-09-18T13:33:53+00:00;Le Honor 700 Pro s’inspirerait de Xiaomi avec un écran au dos;https://www.frandroid.com/produits-android/3252413_le-futur-honor-700-pro-se-devoile-avec-un-ecran-secondaire-au-dos-et-un-capteur-de-200-megapixels;1. SMARTPHONE
Frandroid - Actualités;2026-09-18T13:22:10+00:00;Après Doom, un internaute entraîne le cerveau de mouche de Google à jouer à Balatro;https://www.frandroid.com/culture-tech/3252303_apres-doom-ce-cerveau-de-mouche-modelise-par-google-gagne-maintenant-a-balatro;NON_CLASSE
LesNumeriques;2026-09-18T13:20:32+00:00;Actualité : Voici le meilleur hub usb-c à prix abordable de notre comparatif;https://www.lesnumeriques.com/hub-usb-c/voici-le-meilleur-hub-usb-c-a-prix-abordable-de-notre-comparatif-n262028.html;19. Sponso
Frandroid - Actualités;2026-09-18T13:17:39+00:00;Vous passez 30 minutes à chercher quoi regarder ? Disney+ a enfin la solution;https://www.frandroid.com/services/svod/3252681_vous-passez-30-minutes-a-chercher-quoi-regarder-disney-a-enfin-la-solution;NON_CLASSE
Frandroid - Actualités;2026-09-18T13:16:37+00:00;Huawei sonde ses utilisateurs sur un bracelet connecté sans écran, à la manière de Whoop;https://www.frandroid.com/marques/huawei/3252849_huawei-sonde-ses-utilisateurs-sur-un-bracelet-connecte-sans-ecran-a-la-maniere-de-whoop;3. Periphérique
JournalDuGeek;2026-09-18T13:02:48+00:00;GTA 6 : la sortie du Online très attendu se précise pour 2027;https://www.journaldugeek.com/2026/09/18/gta-6-la-sortie-du-online-tres-attendu-se-precise-pour-2027/;15. ludique
01net;2026-09-18T13:02:39+00:00;Copier-coller cassé dans Excel : Microsoft partage une bidouille pour contourner le bug;https://www.01net.com/actualites/copier-coller-casse-dans-excel-microsoft-partage-une-bidouille-pour-contourner-le-bug.html;NON_CLASSE
Frandroid - Actualités;2026-09-18T13:01:53+00:00;Monaco-Lens : comment voir le match d’ouverture de la 5e journée de Ligue 1 en direct et en streaming ?;https://www.frandroid.com/produits-android/3252865_monaco-lens-comment-voir-le-match-douverture-de-la-5e-journee-de-ligue-1-en-direct-et-en-streaming;1. SMARTPHONE
LesNumeriques;2026-09-18T13:00:00+00:00;Test Xiaomi Redmi Note 17 5G : il n'est sauvé que par son autonomie;https://www.lesnumeriques.com/telephone-portable/xiaomi-redmi-note-17-5g-p78893/test.html;1. SMARTPHONE
Numerama;2026-09-18T13:00:00+00:00;Test de Control Resonant, le nouveau chef-d’œuvre de Remedy;https://www.numerama.com/pop-culture/2335251-test-de-control-resonant-le-nouveau-chef-doeuvre-de-remedy.html;NON_CLASSE
Korben;2026-09-18T13:00:00+00:00;Comment mesurer et dégonfler l'index de recherche de Windows;https://korben.info/windows-search-indexation-etendue-ssd.html;2. PC
Phonandroid;2026-09-18T12:44:03+00:00;AliExpress lance sa French Week et fait chuter les prix : voici les offres à saisir;https://www.phonandroid.com/aliexpress-french-week-fait-chuter-prix-voici-offres-saisir.html;NON_CLASSE
Phonandroid;2026-09-18T12:39:25+00:00;iPhone 18 Pro : Apple augmente le prix du remplacement de la batterie;https://www.phonandroid.com/iphone-18-pro-apple-augmente-le-prix-du-remplacement-de-la-batterie.html;1. SMARTPHONE
Numerama;2026-09-18T12:37:21+00:00;Devinez quel personnage joue Madds mikkelsen dans le prochain Call of Duty;https://www.numerama.com/pop-culture/2335755-devinez-quel-personnage-joue-madds-mikkelsen-dans-le-prochain-call-of-duty.html;NON_CLASSE
Frandroid - Actualités;2026-09-18T12:30:50+00:00;aptX, LDAC, SBC, LC3 : tout comprendre aux codecs Bluetooth audio;https://www.frandroid.com/comment-faire/comment-fonctionne-la-technologie/752329_aptx-ldac-sbc-tout-comprendre-aux-codecs-bluetooth-audio;8. Audio
01net;2026-09-18T12:30:11+00:00;Ce nouveau télescope de la NASA va chercher des milliers de planètes dans l’univers;https://www.01net.com/actualites/ce-nouveau-telescope-de-la-nasa-va-chercher-des-milliers-de-planetes-dans-lunivers.html;18. Sciences
Numerama;2026-09-18T12:30:00+00:00;Le géant de la batterie CATL perd de son emprise sur les constructeurs chinois;https://www.numerama.com/vroom/2335713-le-geant-de-la-batterie-catl-perd-de-son-emprise-sur-les-constructeurs-chinois.html;NON_CLASSE
Frandroid - Actualités;2026-09-18T12:25:55+00:00;Moins de 800 kg et 110 km/h : à quoi ressemble la voiture électrique à 15 000 € qui pourrait bientôt déferler sur nos routes ?;https://www.frandroid.com/survoltes/3252389_moins-de-800-kg-et-110-km-h-a-quoi-ressemble-la-voiture-electrique-a-15-000-e-qui-pourrait-bientot-deferler-sur-nos-routes;10. Voiture
LesNumeriques;2026-09-18T12:16:00+00:00;Actualité : Le lave-linge Dreame Slim Washer S passe sous les 350 €;https://www.lesnumeriques.com/lave-linge/le-lave-linge-dreame-slim-washer-s-passe-sous-les-350-n262024.html;11. Menage
Phonandroid;2026-09-18T12:12:57+00:00;Galaxy S27 Ultra : après des années sans amélioration, Samsung va enfin augmenter la capacité de la batterie;https://www.phonandroid.com/galaxy-s27-ultra-apres-des-annees-sans-amelioration-samsung-va-enfin-augmenter-la-capacite-de-la-batterie.html;NON_CLASSE
Numerama;2026-09-18T12:11:12+00:00;25 000 taxis autonomes en Europe : Bolt et Lucid veulent couper l’herbe sous le pied à Waymo;https://www.numerama.com/vroom/2335711-25-000-taxis-autonomes-en-europe-bolt-et-lucid-veulent-couper-lherbe-sous-le-pied-a-waymo.html;16. actu jur et pol
KultureGeek;2026-09-18T12:10:53+00:00;Mark Zuckerberg rejette l’idée de ralentir le développement de l’IA;https://kulturegeek.fr/news-359716/mark-zuckerberg-rejette-lidee-ralentir-developpement-lia;6. IA
Phonandroid;2026-09-18T12:06:54+00:00;Garmin Forerunner 165 : la montre connectée pour les coureurs est à prix cassé pour quelques heures encore;https://www.phonandroid.com/garmin-forerunner-165-la-montre-connectee-pour-les-coureurs-est-a-prix-casse-pour-quelques-heures-encore.html;14. Santé
JournalDuGeek;2026-09-18T12:04:27+00:00;iPhone 18 Pro et Pro Max : les premiers tests sont tombés, faut-il craquer ? Voici ce qu’il faut vraiment retenir;https://www.journaldugeek.com/2026/09/18/iphone-18-pro-et-pro-max-les-premiers-tests-sont-tombes-faut-il-craquer-voici-ce-quil-faut-vraiment-retenir/;1. SMARTPHONE
JournalDuGeek;2026-09-18T11:35:34+00:00;Des chercheurs découvrent une nouvelle structure cruciale cachée dans nos cellules;https://www.journaldugeek.com/2026/09/18/des-chercheurs-decouvrent-une-nouvelle-structure-cruciale-cachee-dans-nos-cellules/;NON_CLASSE
Phonandroid;2026-09-18T11:34:12+00:00;Des robots fabriquent des robots dans cette usine chinoise, au rythme d’un toutes les dix minutes;https://www.phonandroid.com/des-robots-fabriquent-des-robots-dans-cette-usine-chinoise-au-rythme-dun-toutes-les-dix-minutes.html;17. Actualité éco
Numerama;2026-09-18T11:30:00+00:00;Miami Vice 85  : après Michael B. Jordan et Austin Butler, le film pioche dans le casting de L’Odyssée;https://www.numerama.com/pop-culture/2335553-miami-vice-85-apres-michael-b-jordan-et-austin-butler-le-film-pioche-dans-le-casting-de-lodyssee.html;15. ludique
Phonandroid;2026-09-18T11:22:27+00:00;-60 % sur le Tineco Floor ONE S6 Stretch Lite : l’aspirateur laveur chute sous les 200 €;https://www.phonandroid.com/60-tineco-floor-one-s6-stretch-lite-aspirateur-laveur-chute-sous-200-e.html;11. Menage
LesNumeriques;2026-09-18T11:20:00+00:00;Actualité : Disney+ continue d'empirer : de la publicité obligatoire arrive dans tous les abonnements;https://www.lesnumeriques.com/cine-svod/disney-continue-d-empirer-de-la-publicite-obligatoire-arrive-dans-tous-les-abonnements-n262015.html;NON_CLASSE
Phonandroid;2026-09-18T11:18:44+00:00;Sony WH-1000XM5 : l’excellent casque à réduction de bruit active passe à prix mini, c’est une affaire !;https://www.phonandroid.com/sony-wh-1000xm5-lexcellent-casque-a-reduction-de-bruit-active-passe-a-prix-mini-cest-une-affaire.html;8. Audio
01net;2026-09-18T11:10:49+00:00;Smartphones pliants : l’effet Apple est là, et Samsung en profite… deux fois;https://www.01net.com/actualites/smartphones-pliants-leffet-apple-est-la-et-samsung-en-profite-deux-fois.html;NON_CLASSE
Frandroid - Actualités;2026-09-18T11:02:51+00:00;Galaxy S27 Ultra : après six ans d’attente, Samsung va enfin augmenter la batterie;https://www.frandroid.com/marques/samsung/3252641_galaxy-s27-ultra-apres-six-ans-dattente-samsung-va-enfin-augmenter-la-batterie;NON_CLASSE
Phonandroid;2026-09-18T10:56:22+00:00;ILIFE A30 Pro : cet aspirateur robot aspire, lave et se vide automatiquement pour moins de 120 €, vite !;https://www.phonandroid.com/ilife-a30-pro-cet-aspirateur-robot-aspire-lave-et-se-vide-automatiquement-pour-moins-de-120-e-vite.html;11. Menage
Numerama;2026-09-18T10:47:00+00:00;Après avoir fâché les mathématiciens, OpenAI s’attaque à un autre problème mythique, mais jure d’y aller avec des gants;https://www.numerama.com/tech/2335481-apres-la-polemique-navier-stokes-openai-sattaque-a-un-nouveau-probleme-du-millenaire.html;6. IA
01net;2026-09-18T10:45:32+00:00;Mastercard offre des cartes bancaires aux IA pour dépenser votre argent;https://www.01net.com/actualites/mastercard-offre-des-cartes-bancaires-aux-ia-pour-depenser-votre-argent.html;6. IA
LesNumeriques;2026-09-18T10:44:00+00:00;Actualité : MobLand saison 2 : quand sortent les épisodes de la série sur Paramount+ ?;https://www.lesnumeriques.com/cine-svod/mobland-saison-2-quand-sortent-les-episodes-de-la-serie-sur-paramount-n262014.html;15. ludique
KultureGeek;2026-09-18T10:41:49+00:00;Huawei accélère le lancement de sa puce IA Ascend 960DT pour concurrencer Nvidia dès 2027;https://kulturegeek.fr/news-359713/huawei-accelere-lancement-puce-ia-ascend-960dt-concurrencer-nvidia-2027;2. PC
JournalDuGeek;2026-09-18T10:33:23+00:00;Free débloque (enfin) cette fonction qui peut doubler le débit Wi-Fi de votre Freebox !;https://www.journaldugeek.com/2026/09/18/free-debloque-enfin-cette-fonction-qui-peut-doubler-le-debit-wi-fi-de-votre-freebox/;1. SMARTPHONE
Frandroid - Actualités;2026-09-18T10:32:33+00:00;L’iPhone 18 Pro est mieux refroidi que certains smartphones gaming, comme le démontrent ces tests;https://www.frandroid.com/produits-android/smartphone/3252289_liphone-18-pro-est-mieux-refroidi-que-les-meilleurs-smartphones-gaming-comme-le-demontrent-ces-tests;1. SMARTPHONE
Korben;2026-09-18T10:21:37+00:00;Calibre lance le livre dont vous êtes le héros, généré par IA;https://korben.info/calibre-9-15-jeu-aventure-ia.html;6. IA
LesNumeriques;2026-09-18T10:19:00+00:00;Actualité : Trois hackers ont utilisé Claude pour pirater OpenAI en 72 heures, et ils n'ont eu besoin que d'un abonnement;https://www.lesnumeriques.com/intelligence-artificielle/trois-hackers-ont-utilise-claude-pour-pirater-openai-en-72-heures-et-ils-n-ont-eu-besoin-que-d-un-abonnement-n262016.html;6. IA
JournalDuGeek;2026-09-18T10:15:26+00:00;Disney+ fait une très mauvaise blague à ses abonnés en ajoutant de la pub sur toutes ses offres !;https://www.journaldugeek.com/2026/09/18/disney-fait-une-tres-mauvaise-blague-a-ses-abonnes-en-ajoutant-de-la-pub-sur-toutes-ses-offres/;NON_CLASSE
Phonandroid;2026-09-18T10:15:21+00:00;Windows 11 : l’écran de verrouillage devient enfin plus lisible par défaut;https://www.phonandroid.com/windows-11-lecran-de-verrouillage-devient-enfin-plus-lisible-par-defaut.html;3. Periphérique
LesNumeriques;2026-09-18T10:15:00+00:00;Actualité : Le câble USB-C vers Jack 6.35 (pour un ampli par ex.) est à 8.79 €;https://www.lesnumeriques.com/accessoire-audio/le-cable-usb-c-vers-jack-6-35-pour-un-ampli-par-ex-est-a-8-79-n262020.html;3. Periphérique
Numerama;2026-09-18T10:15:00+00:00;Comment Claude Opus 5 a aidé des chercheurs à accéder aux dépôts internes d’OpenAI;https://www.numerama.com/cyberguerre/2335357-comment-claude-opus-5-a-aide-des-chercheurs-a-acceder-aux-depots-internes-dopenai.html;6. IA
Numerama;2026-09-18T10:13:36+00:00;Dreame Matrix10 Pro : ce robot aspirateur qui change seul de serpillière perd 400 €;https://www.numerama.com/tech/2335537-dreame-matrix10-pro-ce-robot-aspirateur-qui-change-seul-de-serpilliere-perd-400-e.html;11. Menage
LesNumeriques;2026-09-18T10:11:33+00:00;Actualité : Ces écouteurs sans fil présentent le meilleur rapport qualité / prix de notre comparatif;https://www.lesnumeriques.com/ecouteurs-sans-fil/ces-ecouteurs-sans-fil-presentent-le-meilleur-rapport-qualite-prix-de-notre-comparatif-n262019.html;19. Sponso
01net;2026-09-18T10:05:56+00:00;Xiaomi 15T Pro : deal de FOLIE à saisir sur ce best-seller en puissance (-44%) ⚡️;https://www.01net.com/bons-plans/xiaomi-15t-pro-deal-de-folie-a-saisir-rapidement-sur-ce-best-seller-en-puissance.html;19. Sponso
JournalDuGeek;2026-09-18T10:03:11+00:00;25 000 véhicules vont débarquer dans plusieurs grandes villes européennes !;https://www.journaldugeek.com/2026/09/18/25-000-vehicules-vont-debarquer-dans-plusieurs-grandes-villes-europeennes/;NON_CLASSE
Frandroid - Actualités;2026-09-18T10:02:00+00:00;En France comme à l’étranger, ce forfait mobile Bouygues Telecom 200 Go ne vous laissera jamais tomber;https://www.frandroid.com/telecom/forfait-mobile/3249431_en-france-comme-a-letranger-ce-forfait-mobile-bouygues-telecom-200-go-ne-vous-laissera-jamais-tomber;1. SMARTPHONE
Frandroid - Actualités;2026-09-18T10:00:18+00:00;Comment installer un SSD M.2 dans sa PS5 pour agrandir le stockage ? Notre tutoriel;https://www.frandroid.com/marques/sony/1077003_ps5-comment-installer-un-ssd-m-2-dans-la-console-et-transferer-ses-jeux;2. PC
01net;2026-09-18T09:58:29+00:00;L’iPhone 18 Pro est trop cher ? Vous n’êtes pas prêts pour la suite;https://www.01net.com/actualites/liphone-18-pro-est-trop-cher-vous-netes-pas-prets-pour-la-suite.html;1. SMARTPHONE
Frandroid - Actualités;2026-09-18T09:57:26+00:00;AMD s’apprêterait à augmenter de 10 % le prix de ses cartes graphiques et processeurs;https://www.frandroid.com/marques/amd/3252391_amd-sappreterait-a-augmenter-de-10-le-prix-de-ses-cartes-graphiques-et-processeurs;2. PC
Numerama;2026-09-18T09:55:49+00:00;Remboursement du passe Navigo : voici la date limite pour récupérer jusqu’à 90,80 €;https://www.numerama.com/vroom/2332489-remboursement-du-passe-navigo-jusqua-9080-dedommages-voici-jusqua-quand-la-plateforme-est-ouverte.html;9. Moiilité douce
LesNumeriques;2026-09-18T09:53:00+00:00;Actualité : Freebox : Free exploite enfin pleinement les capacités Wi-Fi de ses box et répéteurs;https://www.lesnumeriques.com/societe-numerique/freebox-free-exploite-enfin-pleinement-les-capacites-wi-fi-de-ses-box-et-repeteurs-n262009.html;1. SMARTPHONE
